"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","联系方式备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间","商品id","分阶段订单信息","备注标签","商家备注","主订单买家留言","发货时间","物流单号","物流公司","是否赔付","赔付金额","赔付出账时间"
="3629242728592176526",="3629242728592176526","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001125541433703765","598.00","598.00","退款成功","598.00","2023-11-14 09:19:34","2023-11-14 17:05:47",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629902467350446319",="3629902467350446319","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001104871417866664","598.00","598.00","退款成功","598.00","2023-11-14 09:19:32","2023-11-14 09:21:43",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629885979958400865",="3629885979958400865","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001121151402383269","598.00","598.00","退款成功","598.00","2023-11-14 09:19:27","2023-11-14 09:19:33",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629753678129868554",="3629753678129868554","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001195991417077084","598.00","598.00","退款成功","598.00","2023-11-14 09:19:23","2023-11-14 09:19:32",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629628469897058005",="3629628469897058005","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001149791449250260","598.00","598.00","退款成功","598.00","2023-11-14 09:19:23","2023-11-14 09:19:30",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629645245007290163",="3629645245007290163","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001139351402292361","598.00","598.00","退款成功","598.00","2023-11-14 09:19:16","2023-11-14 09:19:24",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629240856539416155",="3629240856539416155","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001131981404543516","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:19:11","2023-11-14 09:19:19",="748410776822","null","null","","null","2023-11-16 16:02:08","No:773255653127832","申通快递","否","null","null"
="2017962048034087095",="2017962048034087095","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001165131427907767","598.00","598.00","退款成功","598.00","2023-11-14 09:19:11","2023-11-14 09:19:21",="748410776822","null","null","","null","null","null","null","否","null","null"
="2018338791086240197",="2018338791086240197","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001186381420062957","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:19:09","2023-11-14 09:29:56",="748410776822","null","null","","null","2023-11-17 09:58:29","No:773255745759222","申通快递","否","null","null"
="2018338503198135674",="2018338503198135674","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001188051449228194","598.00","598.00","退款成功","598.00","2023-11-14 09:19:09","2023-11-14 09:19:16",="748410776822","null","null","(收) DSDC3003黑咖F*1#","null","2023-11-16 15:43:56","No:773255653352320","申通快递","否","null","null"
="3629628901847206407",="3629628901847206407","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001180871422420705","598.00","598.00","退款成功","598.00","2023-11-14 09:19:08","2023-11-14 09:20:11",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629756342001171437",="3629756342001171437","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001186111437364159","598.00","598.00","退款成功","598.00","2023-11-14 09:19:06","2023-11-14 09:19:11",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629250504123934232",="3629250504123934232","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001123741403452724","598.00","598.00","退款成功","598.00","2023-11-14 09:19:06","2023-11-14 09:19:13",="748410776822","null","null","","null","null","null","null","否","null","null"
="2018613325259380574",="2018613325259380574","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001180251415977691","598.00","598.00","退款成功","598.00","2023-11-14 09:19:06","2023-11-14 09:19:13",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629894439500878805",="3629894439500878805","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001171151409235808","68.00","68.00","没有申请退款","无退款申请","2023-11-14 09:19:05","2023-11-14 09:19:13",="747909092389","null","null","","null","2023-11-15 15:57:58","No:773255435020169","申通快递","否","null","null"
="3629753966092127663",="3629753966092127663","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001136011412175590","598.00","598.00","退款成功","598.00","2023-11-14 09:19:03","2023-11-14 09:22:02",="748410776822","null","null","(收) DSDC3003黑咖F*1#","null","2023-11-16 15:43:33","No:773255654114671","申通快递","否","null","null"
="3629638405417451152",="3629638405417451152","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001105861449052156","598.00","598.00","退款成功","598.00","2023-11-14 09:19:01","2023-11-14 09:19:07",="748410776822","null","null","","null","null","null","null","否","null","null"
="2018613253294499173",="2018613253294499173","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001191571413644364","598.00","598.00","退款成功","598.00","2023-11-14 09:19:01","2023-11-14 09:19:17",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629636965409037530",="3629636965409037530","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易成功","AZDA001礼盒Z",="2023111422001137981456747848","88.00","88.00","没有申请退款","无退款申请","2023-11-14 09:19:00","2023-11-14 09:19:09",="748692509485","null","null","","null","2023-11-16 14:27:50","No:773255628171590","申通快递","否","null","null"
="3629892783474963538",="3629892783474963538","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001104831413653843","598.00","598.00","退款成功","598.00","2023-11-14 09:18:55","2023-11-14 15:13:32",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629250504082264737",="3629250504082264737","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001162501442070880","598.00","598.00","退款成功","598.00","2023-11-14 09:18:51","2023-11-14 09:18:59",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629743526723396224",="3629743526723396224","【老板娘美林&羊绒级的细度】长61  慕江南-针织衫-镇店级别","9999.00","1","S017墨M+T001原","颜色分类：墨绿;尺码：M[105-130斤胸66]","null","null","交易关闭","S017墨M+T001原",="2023111422001183531446885988","299.00","299.00","退款成功","299.00","2023-11-14 09:18:50","2023-11-14 09:18:56",="748080690186","null","null","","null","null","null","null","否","null","null"
="3629897535190605115",="3629897535190605115","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001134541418032284","598.00","598.00","退款成功","598.00","2023-11-14 09:18:49","2023-11-14 09:19:36",="748410776822","null","null","(收) DSDC3003黑咖F*1#","null","2023-11-16 15:43:53","No:773255653352331","申通快递","否","null","null"
="3629242044516500138",="3629242044516500138","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001141831412441718","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:18:49","2023-11-14 09:18:58",="748410776822","null","null","","null","2023-11-16 15:43:59","No:773255653352318","申通快递","否","null","null"
="3629748134394032400",="3629748134394032400","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001115251403591724","598.00","598.00","退款成功","598.00","2023-11-14 09:18:48","2023-11-14 09:19:01",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629244312446014225",="3629244312446014225","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001181041438192741","598.00","598.00","退款成功","598.00","2023-11-14 09:18:47","2023-11-14 09:18:55",="748410776822","null","null","","null","null","null","null","否","null","null"
="2018594354912791497",="2018594354912791497","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001128921456572045","598.00","598.00","退款成功","598.00","2023-11-14 09:18:46","2023-11-14 09:18:53",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629891811541181545",="3629891811541181545","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001180851430672945","598.00","598.00","退款成功","598.00","2023-11-14 09:18:44","2023-11-14 09:18:50",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629896851263242902",="3629896851263242902","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001111111428419414","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:18:41","2023-11-14 09:18:53",="748410776822","null","null","","null","2023-11-16 15:44:02","No:773255653352306","申通快递","否","null","null"
="3629751554205188634",="3629751554205188634","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001108061424268683","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:18:41","2023-11-14 09:18:59",="748410776822","null","null","","null","2023-11-16 16:01:52","No:773255653352392","申通快递","否","null","null"
="3629638225286374116",="3629638225286374116","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001110041429756355","598.00","598.00","退款成功","598.00","2023-11-14 09:18:41","2023-11-14 09:18:48",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629754830443489852",="3629754830443489852","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001169831401834075","598.00","598.00","退款成功","598.00","2023-11-14 09:18:39","2023-11-14 09:18:45",="748410776822","null","null","","null","null","null","null","否","null","null"
="2018337531325699085",="2018337531325699085","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001120321434470523","399.00","399.00","退款成功","399.00","2023-11-14 09:18:39","2023-11-14 09:18:42",="747894500653","null","null","","null","null","null","null","否","null","null"
